"participantId","householdSize","haveKids","age","educationLevel","interestGroup","joviality","Education","Food","Recreation","Shelter","Wage","RentAdjustment","Cost_of_living","Total_Income","Total_Savings"
154,"2",FALSE,29,"HighSchoolOrCollege","J",0.954706293,0,-58.599602503,0,0,2595.0183924353,0,-58.599602503,2595.0183924353,2536.4187899323
155,"2",FALSE,55,"Graduate","A",0.176618296,0,-3979.436938114,-7228.424322056,-8002.8222755,137444.48831275,0,-19210.68353567,137444.48831275,118233.80477708
156,"2",FALSE,52,"HighSchoolOrCollege","J",0.466716971,0,-4777.837019269,-5291.577851134,-9891.8586676,41784.937157485,0,-19961.273538003,41784.937157485,21823.663619482
157,"2",FALSE,25,"Graduate","J",0.254005742,0,-3487.76989537,-1862.672268863,-8012.6487818,136475.30394638,0,-13363.090946033,136475.30394638,123112.213000347
158,"2",FALSE,25,"Graduate","J",0.468930899,0,-4532.011590748,-4965.227740881,-9986.0668453,91476.94025594,0,-19483.306176929,91476.94025594,71993.634079011
159,"2",FALSE,39,"HighSchoolOrCollege","G",0.24297235,0,-3142.116248244,-2341.668544463,-8012.6487818,62589.72434816,0,-13496.433574507,62589.72434816,49093.290773653
160,"2",FALSE,52,"Bachelors","F",0.168095803,0,-3521.86057429,-3157.997828623,-8027.4463438,106599.96914542,0,-14707.304746713,106599.96914542,91892.664398707
161,"2",FALSE,47,"HighSchoolOrCollege","A",0.965708743,0,-41.04097439,0,0,2678.7842608667,0,-41.04097439,2678.7842608667,2637.7432864767
162,"2",FALSE,36,"HighSchoolOrCollege","B",0.936659644,0,-3812.025385581,-7491.233315427,-10080.8107101,31605.037829928,0,-21384.069411108,31605.037829928,10220.96841882
163,"2",FALSE,26,"HighSchoolOrCollege","D",0.225309113,0,-3177.714069815,-6219.498349009,-8027.4463438,62565.55851037,0,-17424.658762624,62565.55851037,45140.899747746
164,"2",FALSE,27,"Graduate","F",0.812453062,0,-6601.512874116,-6017.112698218,-15905.807463,56878.314514003,0,-28524.433035334,56878.314514003,28353.881478669
165,"2",FALSE,30,"Graduate","G",0.964990249,0,-4702.867386833,-5188.824711172,-14574.379638,75005.663386358,0,-24466.071736005,75005.663386358,50539.591650353
166,"2",FALSE,21,"Low","A",0.627739055,0,-5010.882642151,-4920.095131779,-9986.0668453,41293.113009199,0,-19917.04461923,41293.113009199,21376.068389969
167,"2",FALSE,49,"HighSchoolOrCollege","F",0.846680285,0,-5158.991109737,-6863.065837638,-14380.901028,41090.092042475,0,-26402.957975375,41090.092042475,14687.1340671
168,"1",FALSE,48,"Graduate","G",0.365595636,0,-4778.247889632,-2683.238893444,-4529.2321711,78950.67334204,0,-11990.718954176,78950.67334204,66959.954387864
169,"1",FALSE,24,"HighSchoolOrCollege","J",0.364391587,0,-5300.887512356,-4462.037144745,-4564.8954156,40492.307891552,0,-14327.820072701,40492.307891552,26164.487818851
170,"1",FALSE,20,"Bachelors","G",0.133248852,0,-3271.913444793,-4099.64970872,-4552.0648459,105265.074597855,0,-11923.627999413,105265.074597855,93341.4465984423
171,"1",FALSE,58,"Low","I",0.114389766,0,-3407.425848303,-2891.135934176,-4552.0648459,43743.975732658,0,-10850.626628379,43743.975732658,32893.349104279
172,"1",FALSE,38,"Graduate","I",0.575001936,0,-5202.497844691,-4362.114094242,-4683.7729003,74678.43308945,0,-14248.384839233,74678.43308945,60430.048250217
173,"1",FALSE,19,"Graduate","C",0.78521373,0,-4941.922692478,-4461.321850086,-7101.847249,72597.9052950107,507.27480347,-16505.091791564,73105.1800984807,56600.0883069167
174,"1",FALSE,43,"Graduate","D",0.718049535,0,-6644.725609158,-4404.839732649,-5480.2520487,23984.04213736,0,-16529.817390507,23984.04213736,7454.224746853
175,"1",FALSE,22,"HighSchoolOrCollege","I",0.481863571,0,-3310.370953571,-4292.936161332,-4683.7729003,40265.972697154,0,-12287.080015203,40265.972697154,27978.892681951
176,"1",FALSE,24,"Graduate","J",0.931237599,0,-6096.593478213,-5942.523165258,-6621.4759026,42445.350858512,0,-18660.592546071,42445.350858512,23784.758312441
177,"1",FALSE,23,"HighSchoolOrCollege","E",0.495453274,0,-4796.032793021,-3965.232125792,-4719.4361461,39656.33647278,0,-13480.701064913,39656.33647278,26175.635407867
178,"1",FALSE,29,"Bachelors","E",0.725246226,0,-3195.609178957,-133.26658081,-5678.686005,48572.1083422265,757.15813391,-9007.561764767,49329.2664761365,40321.7047113695
179,"1",FALSE,44,"Bachelors","F",0.900831449,0,-4945.366422791,-8155.023379242,-7453.6182968,28304.3746853678,0,-20554.008098833,28304.3746853678,7750.3665865348
180,"1",FALSE,34,"Low","H",0.100777319,0,-3703.438054776,-65.154247838,-6594.5724455,40868.63629242,0,-10363.164748114,40868.63629242,30505.471544306
181,"1",FALSE,22,"HighSchoolOrCollege","E",0.787497465,0,-3617.077913698,-6142.966848233,-5884.4354972,23559.2680434462,0,-15644.480259131,23559.2680434462,7914.7877843152
182,"1",FALSE,26,"HighSchoolOrCollege","C",0.839659224,0,-3400.442096525,-4648.245020648,-7202.1239732,25909.6473683255,0,-15250.811090373,25909.6473683255,10658.8362779525
183,"1",FALSE,41,"Graduate","F",0.109940826,0,-3542.891769506,-260.753369756,-5110.8174044,130648.368207893,189.28953348,-8914.462543662,130837.657741373,121923.195197711
184,"1",FALSE,38,"HighSchoolOrCollege","G",0.95269116,0,-3609.274188064,-6744.093802051,-7382.2918052,28684.7725423,0,-17735.659795315,28684.7725423,10949.112746985
185,"1",FALSE,31,"HighSchoolOrCollege","G",0.270514436,0,-3457.619932483,-80.694310775,-4921.527871,62453.1309807795,0,-8459.842114258,62453.1309807795,53993.2888665215
186,"1",FALSE,38,"Graduate","C",0.89222241,0,-5380.533134039,-248.153794454,-5834.7432492,54091.357459551,1094.01435935,-11463.430177693,55185.371818901,43721.941641208
187,"1",FALSE,44,"Low","B",0.207533138,0,-3649.984454706,0,-5105.4003434,39830.357890681,364.67145312,-8755.384798106,40195.029343801,31439.644545695
188,"1",FALSE,19,"Bachelors","D",0.730336584,0,-5010.661354201,-398.879783961,-4390.92032,79095.270958017,823.297560086,-9800.461458162,79918.568518103,70118.107059941
189,"1",FALSE,53,"Graduate","E",0.216100876,0,-3570.58283933,0,-3842.0552801,122062.06906023,274.432520026,-7412.63811943,122336.501580256,114923.863460826
190,"1",FALSE,31,"Bachelors","H",0.61053033,0,-5085.564049398,-4741.325979464,-4766.9871405,78852.8247610019,0,-14593.877169362,78852.8247610019,64258.9475916399
191,"1",FALSE,48,"HighSchoolOrCollege","G",0.447070968,0,-4656.023969566,-2635.779674072,-4766.9871405,39424.374180021,0,-12058.790784138,39424.374180021,27365.583395883
192,"1",FALSE,59,"HighSchoolOrCollege","I",0.262612842,0,-3625.770047641,-22.80410692,-3659.1002667,61369.712088562,91.477506676,-7307.674421261,61461.189595238,54153.515173977
193,"1",FALSE,23,"Bachelors","D",0.976160413,0,-3273.92266563,-908.433892011,-5274.2002308,70822.417728086,988.91254315,-9456.556788441,71811.330271236,62354.773482795
194,"1",FALSE,23,"Bachelors","A",0.162966636,0,-3323.105471562,-31.90578045,-3567.62276,105142.218490013,0,-6922.634012012,105142.218490013,98219.584478001
195,"1",FALSE,60,"Graduate","B",0.058702708,0,-3535.264113786,-19.962645215,-4614.9252016,124221.526375739,329.63751438,-8170.151960601,124551.163890119,116381.011929518
196,"1",FALSE,28,"Low","I",0.360151845,0,-4153.239664358,-4023.280341891,-4838.3136308,32127.3457173031,0,-13014.833637049,32127.3457173031,19112.5120802541
197,"1",FALSE,30,"HighSchoolOrCollege","C",0.901982488,0,-6629.632527896,-4048.797004288,-8261.9851925,31053.351220037,0,-18940.414724684,31053.351220037,12112.936495353
198,"1",FALSE,39,"Bachelors","H",0.321634269,0,-3512.415387665,-36.36625552,-4395.1668586,101386.758182445,109.87917146,-7943.948501785,101496.637353905,93552.6888521196
199,"1",FALSE,31,"HighSchoolOrCollege","A",0.379086335,0,-4732.76933397,-4220.173703518,-4885.8646252,39439.83837454,0,-13838.807662688,39439.83837454,25601.030711852
200,"1",FALSE,51,"Graduate","H",0.122095522,0,-3530.811214022,-21.777328435,-4285.2876872,122002.53770929,0,-7837.876229657,122002.53770929,114164.661479633
201,"1",FALSE,54,"HighSchoolOrCollege","A",0.203183443,0,-3404.202286937,0,-4862.2860414,59925.163148683,121.55715104,-8266.488328337,60046.720299723,51780.231971386
202,"1",FALSE,25,"HighSchoolOrCollege","A",0.985936814,0,-3573.136974333,-7036.074066352,-8214.4341994,33769.8308575605,0,-18823.645240085,33769.8308575605,14946.1856174755
203,"1",FALSE,24,"HighSchoolOrCollege","J",0.939180121,0,-5566.659261271,-6186.844327534,-6330.6280271,28860.749201185,0,-18084.131615905,28860.749201185,10776.61758528
204,"1",FALSE,33,"Low","C",0.271944209,0,-3653.114593544,0,-4740.7288903,38970.817563274,0,-8393.843483844,38970.817563274,30576.97407943
205,"1",FALSE,37,"HighSchoolOrCollege","I",0.194899452,0,-3300.009889799,-3303.799410776,-4552.0648459,59885.7834221402,0,-11155.874146475,59885.7834221402,48729.9092756652
206,"1",FALSE,52,"HighSchoolOrCollege","D",0.365692745,0,-5007.020534408,-5462.795710189,-4897.7523738,38125.2812036345,0,-15367.568618397,38125.2812036345,22757.7125852375
207,"1",FALSE,30,"Bachelors","B",0.814611008,0,-3414.35785937,-206.558114303,-4522.850176,55541.6492386367,848.034408117,-8143.766149673,56389.6836467537,48245.9174970807
208,"1",FALSE,56,"HighSchoolOrCollege","E",0.371925591,0,-3262.004736594,-4426.818713149,-4933.4156183,37808.31808201,0,-12622.239068043,37808.31808201,25186.079013967
209,"1",FALSE,24,"HighSchoolOrCollege","C",0.25635218,0,-3381.770257637,-16.562206149,-3957.4939041,59428.9017926331,282.678136037,-7355.826367886,59711.5799286701,52355.7535607841
210,"1",FALSE,18,"Low","A",0.857673439,0,-5539.706915482,-5477.252843627,-6514.4861665,23170.849572913,0,-17531.445925609,23170.849572913,5639.403647304
211,"1",FALSE,20,"Bachelors","F",0.214486332,0,-3640.454854066,-15.87211423,-3769.0418134,101470.832750695,94.226045347,-7425.368781696,101565.058796042,94139.6900143461
212,"1",FALSE,60,"HighSchoolOrCollege","D",0.748988452,0,-4028.67297386,-9885.006688666,-5634.7927792,23929.924057765,0,-19548.472441726,23929.924057765,4381.451616039
213,"1",FALSE,44,"Bachelors","I",0.961066785,0,-3229.878182514,-233.814804234,-4727.6661256,43092.302705912,630.35548347,-8191.359112348,43722.658189382,35531.299077034
214,"1",FALSE,33,"HighSchoolOrCollege","C",0.300610569,0,-3638.675847169,0,-4254.899513,57979.888073265,157.58887087,-7893.575360169,58137.476944135,50243.901583966
215,"1",FALSE,31,"Bachelors","A",0.089838002,0,-3216.252810468,-15.78745864,-4097.3106421,99063.81294399,0,-7329.350911208,99063.81294399,91734.462032782
216,"1",FALSE,38,"HighSchoolOrCollege","C",0.153900625,0,-3663.381488894,-18.717519885,-3674.815768,57979.061269874,0,-7356.914776779,57979.061269874,50622.146493095
217,"1",FALSE,57,"HighSchoolOrCollege","F",0.948411855,0,-3089.573242521,-7195.812417324,-7156.4245844,25239.420377911,0,-17441.810244245,25239.420377911,7797.610133666
218,"1",FALSE,38,"HighSchoolOrCollege","B",0.971074532,0,-4853.0656907,-7967.342785907,-6804.7931835,22923.0958057,0,-19625.201660107,22923.0958057,3297.894145593
219,"1",FALSE,57,"HighSchoolOrCollege","I",0.955659284,0,-4994.325762283,-243.490041821,-3868.0904669,29233.910300634,515.74539556,-9105.906271004,29749.655696194,20643.74942519
220,"1",FALSE,56,"Graduate","F",0.79251329,0,-5394.442140645,-6221.495402392,-8749.3828812,64196.1690661643,0,-20365.320424237,64196.1690661643,43830.8486419273
221,"1",FALSE,50,"HighSchoolOrCollege","I",0.727868507,0,-4605.516174765,-3627.852110608,-6107.588634,35997.91107702,436.25633099,-14340.956919373,36434.16740801,22093.210488637
222,"1",FALSE,44,"HighSchoolOrCollege","G",0.617025806,0,-5252.042463634,-3735.687476355,-5028.5176071,37496.808370138,0,-14016.247547089,37496.808370138,23480.560823049
223,"1",FALSE,43,"Bachelors","F",0.700821194,0,-3639.618466252,-6231.604201642,-7382.2918052,37963.6334437181,0,-17253.514473094,37963.6334437181,20710.1189706241
224,"1",FALSE,41,"Low","G",0.28441375,0,-3575.708065864,-128.37370141,-3481.2814203,38523.8357722372,128.93634889,-7185.363187574,38652.7721211272,31467.4089335532
225,"1",FALSE,49,"HighSchoolOrCollege","E",0.004829228,0,-3154.2365762,0,-3352.3450714,57649.2364786153,0,-6506.5816476,57649.2364786153,51142.6548310153
226,"1",FALSE,43,"Bachelors","I",0.965943386,0,-4607.069237642,-3960.741520819,-6685.8819103,61044.064727145,477.56299356,-15253.692668761,61521.627720705,46267.935051944
227,"1",FALSE,59,"HighSchoolOrCollege","H",0.490213553,0,-5165.625519231,-3306.469953442,-5135.5073432,37822.771612726,0,-13607.602815873,37822.771612726,24215.168796853
228,"1",FALSE,53,"Bachelors","J",0.168680628,0,-3426.198120558,-57.553543568,-5671.332303,97516.388313374,0,-9155.083967126,97516.388313374,88361.304346248
229,"1",FALSE,41,"Bachelors","G",0.68602034,0,-3352.856334313,-216.661472253,-6250.903976,64448.684611466,1172.04449561,-9820.421782566,65620.729107076,55800.30732451
230,"1",FALSE,52,"Bachelors","D",0.004466007,0,-3445.926956483,0,-6208.3189168,96446.96566536,0,-9654.245873283,96446.96566536,86792.719792077
231,"1",FALSE,59,"HighSchoolOrCollege","A",0.902213545,0,-6537.836381395,-5795.550036344,-6145.9659638,23308.040803134,0,-18479.352381539,23308.040803134,4828.688421595
232,"1",FALSE,53,"HighSchoolOrCollege","C",0.96685839,0,-3481.760320815,-5306.163393629,-5884.4354972,23362.4033778783,0,-14672.359211644,23362.4033778783,8690.0441662343
233,"1",FALSE,38,"Graduate","A",0.263283426,0,-3421.323290063,0,-5469.5409791,119280.89766452,390.68149854,-8890.864269163,119671.57916306,110780.714893897
234,"1",FALSE,43,"Graduate","C",0.332411556,0,-4985.828538942,-3290.139873565,-5159.2828404,71738.86225689,0,-13435.251252907,71738.86225689,58303.611003983
235,"1",FALSE,29,"Graduate","G",0.936585851,0,-2951.786797716,-170.819972515,-6876.6052742,50935.38721083,916.88070323,-9999.212044431,51852.26791406,41853.055869629
236,"1",FALSE,44,"Low","I",0.10774033,0,-2932.588479923,-32.54084422,-6188.9447466,37711.390284586,229.22017581,-9154.074070743,37940.610460396,28786.536389653
237,"1",FALSE,48,"Graduate","C",0.110877355,0,-3080.282757556,-18.71751989,-5959.7245708,118302.62742683,0,-9058.724848246,118302.62742683,109243.902578584
238,"1",FALSE,21,"Low","A",0.256101892,0,-3631.865856135,-36.5284277,-5209.0866467,35962.627743082,130.22716618,-8877.480930535,36092.854909262,27215.373978727
239,"1",FALSE,45,"Low","I",0.795405195,0,-6662.499202194,-7973.789854192,-6241.0679513,22944.447596064,0,-20877.357007686,22944.447596064,2067.090588378
240,"1",FALSE,21,"Graduate","J",0.641752748,0,-4821.533372553,-4791.725448974,-5266.2725765,72146.83332093,0,-14879.531398027,72146.83332093,57267.301922903
241,"1",FALSE,30,"HighSchoolOrCollege","I",0.088547964,0,-3394.906420097,-34.866509869,-5078.8594805,56973.23307422,0,-8508.632410466,56973.23307422,48464.600663754
242,"1",FALSE,26,"Graduate","H",0.113248116,0,-3080.090914794,-7308.575424207,-4552.0648459,116999.936676135,0,-14940.731184901,116999.936676135,102059.205491234
243,"1",FALSE,31,"HighSchoolOrCollege","H",0.662515201,0,-5239.68049133,-4248.593656181,-5290.0480737,23102.7609115,0,-14778.322221211,23102.7609115,8324.438690289
244,"1",FALSE,30,"HighSchoolOrCollege","I",0.969991586,0,-5057.340086338,-5197.849185166,-6692.8023942,33046.5157108903,0,-16947.991665704,33046.5157108903,16098.5240451863
245,"1",FALSE,52,"Graduate","C",0.859058201,0,-5017.094571573,-853.128010474,-5902.6878582,70951.316027041,1106.75397342,-11772.910440247,72058.070000461,60285.159560214
246,"1",FALSE,30,"HighSchoolOrCollege","B",0.968768651,0,-5503.41464734,-5813.440265418,-6526.3739151,23049.5054718,0,-17843.228827858,23049.5054718,5206.276643942
247,"1",FALSE,33,"Low","B",0.867500339,0,-6263.733944154,-5969.923756951,-6799.7921303,23025.171044274,0,-19033.449831405,23025.171044274,3991.721212869
248,"1",FALSE,51,"Bachelors","H",0.287889236,0,-3624.241971874,0,-5164.8518755,96038.3690128,368.91799114,-8789.093847374,96407.28700394,87618.193156566
249,"1",FALSE,25,"Graduate","G",0.842954238,0,-4892.745988401,-3387.689217375,-5610.4593259,44736.908473115,400.74709475,-13890.894531676,45137.655567865,31246.761036189
250,"1",FALSE,59,"HighSchoolOrCollege","E",0.627740735,0,-5050.682547463,-3844.33189076,-5290.0480737,37161.996609379,0,-14185.062511923,37161.996609379,22976.934097456
251,"1",FALSE,58,"HighSchoolOrCollege","D",0.386580333,0,-4235.247765196,-2980.682740944,-5349.4868154,36586.8198034375,0,-12565.41732154,36586.8198034375,24021.4024818975
252,"3",TRUE,59,"HighSchoolOrCollege","D",0.564718074,-166.56178526,-3539.074978223,-5467.102567594,-8046.1745091,56268.6878643238,0,-17218.913840177,56268.6878643238,39049.7740241468
253,"3",TRUE,43,"Graduate","G",0.560328176,-166.56178526,-4917.319557681,-5254.872973019,-8079.7002351,114948.40356336,0,-18418.45455106,114948.40356336,96529.9490123
254,"3",TRUE,23,"Bachelors","D",0.17968177,-494.06993415,-3535.471193519,-4634.8324949,-8027.4463438,93669.62490496,0,-16691.819966369,93669.62490496,76977.804938591
255,"3",TRUE,59,"HighSchoolOrCollege","H",0.852187763,-1184.86568005,-5109.353607043,-6765.067342809,-8247.3288716,24326.196732388,0,-21306.615501502,24326.196732388,3019.581230886
256,"3",TRUE,25,"HighSchoolOrCollege","F",0.807211251,-182.2870277,-73.364961493,0,0,2504.936942021,0,-255.651989193,2504.936942021,2249.284952828
257,"3",TRUE,24,"HighSchoolOrCollege","D",0.405851044,-1184.86568005,-5249.720280191,-5987.407322761,-8079.7002351,55270.476965905,0,-20501.693518102,55270.476965905,34768.783447803
258,"3",TRUE,37,"Bachelors","G",0.951577316,-1184.86568005,-5236.419560163,-6512.771687795,-10929.3870413,31909.123803578,0,-23863.443969308,31909.123803578,8045.67983427
259,"3",TRUE,31,"HighSchoolOrCollege","J",0.19286307,-494.06993415,-3523.47286947,-1013.760206286,-8027.4463438,56656.9015923,0,-13058.749353706,56656.9015923,43598.152238594
260,"3",TRUE,52,"Graduate","B",0.33366576,-1184.86568005,-4602.3311457,-4941.696194042,-8146.7516897,103268.029794415,0,-18875.644709492,103268.029794415,84392.385084923
261,"3",TRUE,29,"HighSchoolOrCollege","H",0.465652496,-1184.86568005,-3349.231967124,-6828.196614617,-8213.8031443,53946.074062671,0,-19576.097406091,53946.074062671,34369.97665658
262,"3",TRUE,52,"HighSchoolOrCollege","F",0.664033926,-182.2870277,-60.123357627,0,0,2740.223576923,0,-242.410385327,2740.223576923,2497.813191596
263,"3",TRUE,31,"HighSchoolOrCollege","A",0.223825175,-494.06993415,-3586.588060006,-4070.030010851,-8033.6023612,56593.816361247,0,-16184.290366207,56593.816361247,40409.52599504
264,"3",TRUE,28,"HighSchoolOrCollege","H",0.106440071,-494.06993415,-3376.082204471,-4652.549618182,-8033.6023612,56721.9337471557,0,-16556.304118003,56721.9337471557,40165.6296291527
265,"3",TRUE,44,"Bachelors","D",0.048044295,-494.06993415,-3638.072481441,-511.621199586,-8078.2334854,94157.5988774,0,-12721.997100577,94157.5988774,81435.601776823
266,"3",TRUE,32,"Graduate","F",0.972629863,-1184.86568005,-3763.807568248,-9734.674078078,-11532.8501288,63452.653739089,0,-26216.197455176,63452.653739089,37236.456283913
267,"3",TRUE,59,"HighSchoolOrCollege","G",0.798810236,-182.2870277,-74.716444863,0,0,2641.841150879,0,-257.003472563,2641.841150879,2384.837678316
268,"3",TRUE,53,"HighSchoolOrCollege","G",0.041170737,-494.06993415,-3268.181568634,-4073.970444304,-8078.2334854,57172.6839343143,0,-15914.455432488,57172.6839343143,41258.2285018263
269,"3",TRUE,56,"HighSchoolOrCollege","F",0.36077235,-1184.86568005,-3376.762490584,-6430.631816912,-8213.8031443,54039.7697022419,0,-19206.063131846,54039.7697022419,34833.7065703959
270,"3",TRUE,32,"HighSchoolOrCollege","E",0.173976665,-951.57207795,-3339.544887644,-4363.833674633,-8079.5292513,56129.403751075,0,-16734.479891527,56129.403751075,39394.923859548
271,"3",TRUE,57,"HighSchoolOrCollege","D",0.331893543,-1184.86568005,-4957.328897843,-4381.745734968,-8280.8545989,52543.758776625,0,-18804.794911761,52543.758776625,33738.963864864
272,"3",TRUE,47,"HighSchoolOrCollege","F",0.669281126,-1184.86568005,-6126.518343226,-6964.475887241,-13304.197582,39195.0510169,0,-27580.057492517,39195.0510169,11614.993524383
273,"3",TRUE,46,"HighSchoolOrCollege","B",0.874083512,-1184.86568005,-3903.186271762,-7407.728176493,-9353.677866,28098.5157258037,0,-21849.457994305,28098.5157258037,6249.0577314987
274,"3",TRUE,44,"HighSchoolOrCollege","G",0.79265137,-1184.86568005,-5391.268970673,-4964.981360359,-10091.2438627,35674.959016026,0,-21632.359873782,35674.959016026,14042.599142244
275,"3",TRUE,60,"HighSchoolOrCollege","F",0.173802734,-494.06993415,-3509.290536674,-2836.943150663,-8125.9426183,56185.356414062,0,-14966.246239787,56185.356414062,41219.110174275
276,"3",TRUE,50,"Bachelors","A",0.107405002,-951.57207795,-4149.841398786,-4751.946415065,-8214.7168116,91261.08989279,0,-18068.076703401,91261.08989279,73193.013189389
277,"3",TRUE,34,"HighSchoolOrCollege","E",0.836787725,-494.06993415,-6777.368166306,-5227.244519749,-11068.8162065,32485.101053231,0,-23567.498826705,32485.101053231,8917.602226526
278,"3",TRUE,56,"Bachelors","B",0.259541618,-951.57207795,-3631.115952071,-2275.003785027,-8214.7168116,87951.83022568,0,-15072.408626648,87951.83022568,72879.421599032
279,"3",TRUE,23,"HighSchoolOrCollege","A",0.811965348,-182.2870277,-51.842159307,0,0,2396.32181636,0,-234.129187007,2396.32181636,2162.192629353
280,"3",TRUE,25,"Bachelors","J",0.102762652,-494.06993415,-3192.540458069,-2508.945234186,-8224.4388915,87734.25640889,0,-14419.994517905,87734.25640889,73314.261890985
281,"3",TRUE,27,"HighSchoolOrCollege","C",0.478284265,-1184.86568005,-5359.132384944,-3850.184347086,-8280.8545989,50382.702935773,0,-18675.03701098,50382.702935773,31707.665924793
282,"3",TRUE,38,"HighSchoolOrCollege","B",0.109360456,-494.06993415,-3573.078200173,-2702.499158826,-8224.4388915,54604.5986867304,0,-14994.086184649,54604.5986867304,39610.5125020814
283,"3",TRUE,60,"Graduate","D",0.880967299,-494.06993415,-5462.968520442,-6178.749850793,-16215.522648,75171.31910053,0,-28351.310953385,75171.31910053,46820.008147145
284,"3",TRUE,52,"HighSchoolOrCollege","B",0.754293139,-494.06993415,-3574.594231824,-7587.599966187,-8249.0629611,25191.0888362118,0,-19905.327093261,25191.0888362118,5285.7617429508
285,"3",TRUE,45,"HighSchoolOrCollege","A",0.897884327,-182.2870277,-68.194875351,0,0,2692.3814881575,0,-250.481903051,2692.3814881575,2441.8995851065
286,"3",TRUE,20,"HighSchoolOrCollege","E",0.476984055,-1184.86568005,-5330.449611044,-4569.43385516,-8384.6249084,49446.471994522,0,-19469.374054654,49446.471994522,29977.097939868
287,"3",TRUE,51,"HighSchoolOrCollege","E",0.599616007,-1184.86568005,-5353.523144938,-6888.03261495,-8446.1215878,46518.99839764,0,-21872.543027738,46518.99839764,24646.455369902
288,"3",TRUE,34,"HighSchoolOrCollege","C",0.910143395,-182.2870277,-74.465703871,0,0,2698.66777346,0,-256.752731571,2698.66777346,2441.915041889
289,"3",TRUE,35,"Graduate","E",0.955240694,-494.06993415,-5475.116029758,-6715.187872788,-12917.0615548,75864.322289156,0,-25601.435391496,75864.322289156,50262.88689766
290,"3",TRUE,43,"Graduate","A",0.271552097,-494.06993415,-3436.913378993,-6194.712656335,-8249.0629611,114649.060465929,0,-18374.758930578,114649.060465929,96274.301535351
291,"3",TRUE,37,"Low","E",0.370084679,-1184.86568005,-3719.455681889,-5379.344894404,-8446.1215878,33359.2850441,0,-18729.787844143,33359.2850441,14629.497199957
292,"3",TRUE,27,"Bachelors","B",0.686374918,-494.06993415,-5383.699010388,-5484.979754206,-11126.1512219,36436.283417843,0,-22488.899920644,36436.283417843,13947.383497199
293,"3",TRUE,31,"HighSchoolOrCollege","F",0.126082302,-494.06993415,-3422.068731468,-5763.395325446,-8249.0629611,54180.0066385169,0,-17928.596952164,54180.0066385169,36251.4096863529
294,"3",TRUE,24,"HighSchoolOrCollege","G",0.847052228,-1184.86568005,-5475.228837444,-5985.566734591,-8984.8948683,26011.504355747,0,-21630.556120385,26011.504355747,4380.948235362
295,"3",TRUE,41,"Graduate","F",0.439355556,-1184.86568005,-4602.876527743,-5979.210794128,-8446.1215878,98193.0424297344,0,-20213.074589721,98193.0424297344,77979.9678400134
296,"3",TRUE,39,"Graduate","H",0.548350934,-1184.86568005,-5374.946129619,-5123.105188457,-8511.8880431,94643.03890536,0,-20194.805041226,94643.03890536,74448.233864134
297,"3",TRUE,53,"HighSchoolOrCollege","D",0.057905387,-494.06993415,-3412.802691236,-614.462945791,-8336.6361026,53455.314812612,0,-12857.971673777,53455.314812612,40597.343138835
298,"3",TRUE,45,"HighSchoolOrCollege","G",0.852555697,-182.2870277,-75.859363809,0,0,2764.510119001,0,-258.146391509,2764.510119001,2506.363727492
299,"3",TRUE,35,"HighSchoolOrCollege","I",0.5149016,-1184.86568005,-3321.062370738,-6020.832039899,-8582.586142,46142.1948712908,0,-19109.346232687,46142.1948712908,27032.8486386038
300,"3",TRUE,58,"HighSchoolOrCollege","H",0.21434781,-494.06993415,-3445.078443873,-4413.387098524,-8336.6361026,52958.9090161725,0,-16689.171579147,52958.9090161725,36269.7374370255
301,"3",TRUE,46,"Low","J",0.873371058,-182.2870277,-52.039126995,0,0,2403.8462618819,0,-234.326154695,2403.8462618819,2169.5201071869
302,"3",TRUE,44,"HighSchoolOrCollege","A",0.254585434,-951.57207795,-3523.704939765,-2857.136402887,-8479.9136032,53388.47671331,0,-15812.327023802,53388.47671331,37576.149689508
303,"3",TRUE,34,"Graduate","F",0.543218407,-1184.86568005,-5286.832114487,-6070.037436936,-8582.586142,91349.342820206,0,-21124.321373473,91349.342820206,70225.021446733
304,"3",TRUE,50,"HighSchoolOrCollege","H",0.183595892,-494.06993415,-3611.14451776,-2599.19367246,-8548.0231785,53197.667192045,0,-15252.43130287,53197.667192045,37945.235889175
305,"3",TRUE,31,"Bachelors","C",0.84325552,-1184.86568005,-3863.136100136,-8378.194611441,-13015.290158,46439.4971291749,0,-26441.486549627,46439.4971291749,19998.0105795479
306,"3",TRUE,49,"HighSchoolOrCollege","I",0.260386143,-494.06993415,-3557.070172041,-3710.384126037,-8548.0231785,52684.428964007,0,-16309.547410728,52684.428964007,36374.881553279
307,"3",TRUE,38,"Graduate","H",0.962210067,-1184.86568005,-5466.68406288,-8244.619783843,-9890.0895002,33312.675042379,0,-24786.259026973,33312.675042379,8526.416015406
308,"3",TRUE,30,"HighSchoolOrCollege","F",0.172405182,-951.57207795,-4196.217395459,-4831.953181594,-8569.1758516,52334.390439057,0,-18548.918506603,52334.390439057,33785.471932454
309,"3",TRUE,30,"HighSchoolOrCollege","E",0.125682773,-494.06993415,-3224.803477213,-6472.298295069,-8569.1758516,52447.04770224,0,-18760.347558032,52447.04770224,33686.700144208
310,"3",TRUE,29,"HighSchoolOrCollege","H",0.061286668,-951.57207795,-3383.349131169,-5602.285993505,-8569.1758516,50960.6812084,0,-18506.383054224,50960.6812084,32454.298154176
